Brand,SUB CATEGORY,Units,Avg Unit Price,Any Promo Units,Number of Stores Selling
Brand C,REMAINING FLAVOR,263,$9.00 ,263,100
Brand A,REMAINING FLAVOR,"1,668",$4.02 ,"1,195",829
Brand A,BERRY POMEGRANATE,"1,028",$6.26 ,0,371.0
Brand F,CHERRY,"6,471",$5.34 ,838,"1,757"
Brand A,TOMATO JUICE,0,,0,
Brand D,CHERRY,1,$7.49 ,0,1.0
Brand A,REMAINING FLAVOR,"1,829",$8.01 ,17,871
Brand L,REMAINING FLAVOR,46,$4.06 ,0,28
Brand C,REMAINING FLAVOR,240,$8.59 ,221,118
Brand F,BERRY BLEND,184,$4.99 ,0,119
Brand A,POMEGRANATE,431,$7.21 ,421,170
Brand C,REMAINING FLAVOR,18,$9.39 ,0,4
Brand M,REMAINING FLAVOR,2,$6.99 ,0,2
Brand C,CHERRY,145,$5.76 ,0,68.0
Brand A,REMAINING FLAVOR,2,$3.99 ,0,1
Brand A,REMAINING FLAVOR,92,$3.49 ,92,49
Brand A,CRANBERRY,"3,808",$7.36 ,"3,078","1,403"
Brand C,CRANBERRY BLEND,946,$3.95 ,0,367
Brand F,CRANBERRY,"7,443",$5.57 ,36,"2,105"
Brand C,ORANGE,1,$4.24 ,0,1
Brand C,CHERRY,501,$5.36 ,501,237
Brand C,MANGO,96,$7.74 ,0,61.0
Brand A,REMAINING FLAVOR,176,$5.28 ,113,85
Brand I,TROPICAL,"1,056",$5.20 ,975,587
Brand C,REMAINING FLAVOR,6,$9.86 ,0,3
Brand A,CHERRY,"2,349",$9.72 ,274,436
Brand C,ORANGE,"4,908",$5.59 ,"4,908",501
Brand N,TROPICAL,0,,0,
Brand F,PRUNE,294,$7.48 ,0,113.0
Brand C,REMAINING FLAVOR,"7,377",$7.68 ,"1,911","2,449"
Brand A,CRANBERRY,"1,539",$9.99 ,"1,363",795
Brand F,POMEGRANATE,26,$7.51 ,0,12
Brand A,CRANBERRY,"33,893",$8.30 ,"4,716","12,639"
Brand J,CRANBERRY,"5,552",$5.37 ,242,820
Brand J,GRAPEFRUIT,549,$5.45 ,0,201.0
Brand A,CARROT,0,,0,
Brand C,MANGO,"1,112",$8.10 ,0,411.0
Brand C,BLUEBERRY,"1,356",$12.91 ,242,572
Brand L,MANGO,447,$4.88 ,14,131
Brand C,MANGO,151,$6.96 ,0,68
Brand A,REMAINING FLAVOR,76,$5.53 ,0,43
Brand F,ORANGE BLEND,"2,206",$3.86 ,0,483
Brand A,REMAINING FLAVOR,528,$4.30 ,29,361
Brand A,REMAINING FLAVOR,13,$6.99 ,0,8
Brand C,ORANGE,241,$3.65 ,38,119
Brand A,GRAPE,"9,404",$7.34 ,"2,042","4,354"
Brand C,PRUNE,75,$11.30 ,0,53
Brand A,CRANBERRY,149,$9.99 ,149,81
Brand H,GRAPE,57,$5.20 ,44,37
Brand A,REMAINING FLAVOR,5,$5.19 ,0,2
Brand A,CHERRY,188,$6.98 ,34,98.0
Brand C,CHERRY,423,$7.99 ,423,107
Brand C,CHERRY,2,$8.69 ,0,2
Brand H,GRAPEFRUIT,13,$2.83 ,0,9
Brand M,MANGO,0,,0,
Brand E,STRAWBERRY BLEND,32,$5.49 ,24,26
Brand H,GRAPE,258,$3.98 ,246,71
Brand C,GRAPE,"1,780",$9.48 ,18,900
Brand A,MANGO,112,$8.11 ,5,73
Brand D,CHERRY,36,$2.94 ,0,19
Brand H,ORANGE BLEND,923,$4.88 ,35,379.0
Brand C,REMAINING FLAVOR,0,,0,
Brand C,PRUNE,232,$8.58 ,215,127.0
Brand A,CRANBERRY BLEND,189,$5.62 ,13,90
Brand A,POMEGRANATE,343,$8.54 ,0,162
Brand D,CHERRY,630,$5.89 ,463,271
Brand K,REMAINING FLAVOR,49,$7.87 ,0,36.0
Brand A,FRUIT PUNCH,8,$3.37 ,0,5
Brand A,REMAINING FLAVOR,"16,034",$4.53 ,498,"5,890"
Brand C,MANGO,69,$5.85 ,69,42
Brand I,REMAINING FLAVOR,"1,645",$5.03 ,"1,609",693
Brand C,REMAINING FLAVOR,491,$8.10 ,0,165
Brand H,GRAPE,20,$5.23 ,0,9
Brand D,CHERRY,27,$3.99 ,0,14
Brand F,CRANBERRY,31,$7.99 ,0,10
Brand A,REMAINING FLAVOR,0,,0,
Brand A,CHERRY,17,$7.99 ,0,7
Brand A,REMAINING FLAVOR,"1,081",$5.00 ,54,451
Brand A,TOMATO JUICE,108,$4.92 ,46,58.0
Brand A,PINEAPPLE,545,$6.07 ,32,360
Brand C,CRANBERRY BLEND,0,,0,
Brand A,REMAINING FLAVOR,26,$3.15 ,20,8
Brand C,CARROT,544,$7.20 ,72,368
Brand F,PRUNE,"1,827",$7.47 ,16,999
Brand C,CARROT,96,$7.37 ,11,58
Brand F,CRANBERRY BLEND,"1,451",$5.47 ,206,909
Brand B,BLUEBERRY,10,$6.49 ,0,9
Brand L,MANGO,639,$4.80 ,25,190
Brand C,GRAPE,27,$4.46 ,14,15
Brand A,CRANBERRY,"1,423",$13.21 ,0,775
Brand A,CRANBERRY,728,$13.45 ,276,326
Brand A,CHERRY,"24,163",$6.98 ,113,"4,089"
Brand A,REMAINING FLAVOR,298,$4.41 ,68,220
Brand A,BLUEBERRY,237,$7.48 ,213,119.0
Brand D,CHERRY,0,,0,
Brand A,REMAINING FLAVOR,"1,418",$8.48 ,302,807
Brand C,PRUNE,74,$11.38 ,0,39.0
Brand J,CRANBERRY,428,$6.09 ,346,144
Brand A,CHERRY,"29,431",$8.64 ,"11,972","10,075"
Brand A,POMEGRANATE,274,$7.85 ,274,169
Brand C,CRANBERRY,"1,672",$11.51 ,26,467.0
Brand C,REMAINING FLAVOR,"4,946",$7.71 ,0,"1,228"
Brand C,REMAINING FLAVOR,"1,537",$6.78 ,0,719
Brand A,REMAINING FLAVOR,"9,354",$6.82 ,"2,151","4,405"
Brand A,CHERRY,14,$3.56 ,0,3
Brand H,CHERRY,263,$6.00 ,0,84
Brand A,POMEGRANATE,172,$9.17 ,159,89
Brand F,REMAINING FLAVOR,205,$5.00 ,0,130
Brand I,TROPICAL,395,$7.91 ,5,308
Brand H,ORANGE BLEND,36,$5.19 ,0,13
Brand A,REMAINING FLAVOR,"1,552",$7.09 ,691,818
Brand A,GRAPE,"10,025",$6.99 ,"2,673","4,501"
Brand A,REMAINING FLAVOR,458,$5.24 ,35,149
Brand E,REMAINING FLAVOR,993,$7.35 ,42,634
Brand C,POMEGRANATE,166,$11.38 ,108,103
Brand A,REMAINING FLAVOR,584,$4.56 ,21,414
Brand E,CHERRY,"2,668",$5.74 ,588,"1,289"
Brand H,FRUIT PUNCH,146,$5.99 ,0,103
Brand C,ORANGE BLEND,"1,269",$8.13 ,24,733
Brand A,CHERRY,205,$8.85 ,169,88
Brand F,CHERRY,4,$7.19 ,0,3
Brand A,REMAINING FLAVOR,1,$6.29 ,0,1.0
Brand C,ORANGE BLEND,28,$3.26 ,0,19
Brand G,CRANBERRY BLEND,363,$7.23 ,17,276
Brand H,REMAINING FLAVOR,"2,566",$1.60 ,"2,099",571
Brand F,CHERRY,"13,983",$4.27 ,"12,937","2,255"
Brand C,REMAINING FLAVOR,103,$8.68 ,39,69
Brand F,CRANBERRY,"6,708",$5.30 ,914,"1,816"
Brand A,REMAINING FLAVOR,0,,0,
Brand C,CHERRY,"4,133",$11.31 ,93,504.0
Brand A,POMEGRANATE,0,,0,
Brand H,CRANBERRY BLEND,10,$4.56 ,0,7
Brand A,REMAINING FLAVOR,352,$3.56 ,346,138.0
Brand C,REMAINING FLAVOR,4,$9.32 ,0,4
Brand F,BERRY BLEND,163,$4.99 ,0,96
Brand F,CHERRY,157,$4.99 ,0,63
Brand A,PINEAPPLE,419,$5.85 ,0,119
Brand L,REMAINING FLAVOR,5,$5.34 ,0,3
Brand F,CRANBERRY BLEND,"3,303",$8.03 ,0,"1,119"
Brand A,CHERRY,"4,594",$4.97 ,352,"1,720"
Brand C,ORANGE BLEND,45,$3.31 ,0,16
Brand H,GRAPE,738,$5.06 ,160,596
Brand I,REMAINING FLAVOR,970,$7.87 ,9,587
Brand F,CRANBERRY,0,,0,
Brand H,MANGO,0,,0,
Brand L,MANGO,"3,312",$5.36 ,283,"1,376"
Brand J,CRANBERRY,454,$5.44 ,0,103
Brand C,CHERRY,198,$4.78 ,42,96
Brand A,CRANBERRY BLEND,37,$5.99 ,0,21
Brand C,CHERRY,39,$10.27 ,0,19.0
Brand L,REMAINING FLAVOR,52,$5.57 ,9,28
Brand H,MANGO,0,,0,
Brand F,CHERRY,"1,915",$2.64 ,935,441
Brand D,CHERRY,112,$6.73 ,0,82
Brand A,CRANBERRY BLEND,7,$4.73 ,0,4
Brand A,BLUEBERRY,"10,237",$7.76 ,"3,442","5,131"
Brand H,REMAINING FLAVOR,0,,0,
Brand A,CRANBERRY BLEND,572,$4.70 ,37,349
Brand C,CHERRY,"4,428",$10.64 ,35,"1,205"
Brand L,REMAINING FLAVOR,0,,0,
Brand C,GRAPE,65,$8.10 ,0,39
Brand C,CHERRY,466,$11.05 ,0,212
Brand H,REMAINING FLAVOR,1,$3.29 ,0,1
Brand A,REMAINING FLAVOR,266,$3.75 ,235,119.0
Brand A,CRANBERRY BLEND,0,,0,
Brand A,REMAINING FLAVOR,72,$8.59 ,0,48
Brand A,REMAINING FLAVOR,20,$4.76 ,0,20
Brand L,REMAINING FLAVOR,44,$4.61 ,0,24
Brand L,REMAINING FLAVOR,34,$5.76 ,0,22
Brand A,CHERRY,"1,037",$8.12 ,0,605
Brand C,CHERRY,521,$9.50 ,0,194
Brand A,CHERRY,15,$9.99 ,0,5
Brand A,REMAINING FLAVOR,776,$4.28 ,9,470
Brand A,REMAINING FLAVOR,"2,236",$8.02 ,8,947
Brand C,CHERRY,"1,032",$9.68 ,402,376
Brand M,REMAINING FLAVOR,0,,0,
Brand A,POMEGRANATE,131,$8.59 ,36,81
Brand A,REMAINING FLAVOR,"1,800",$6.11 ,291,750
Brand A,ORANGE BLEND,1,$6.49 ,0,1
Brand A,ORANGE BLEND,96,$8.43 ,0,59
Brand C,CRANBERRY,134,$12.99 ,0,59
Brand A,REMAINING FLAVOR,95,$5.53 ,54,49
Brand C,CHERRY,3,$4.92 ,0,2
Brand L,PEACH,467,$4.45 ,0,145
Brand H,GRAPE,234,$4.63 ,0,92
Brand A,REMAINING FLAVOR,"2,243",$5.48 ,161,965
Brand A,GRAPEFRUIT,149,$6.29 ,0,74
Brand A,REMAINING FLAVOR,416,$8.03 ,0,166
Brand A,PRUNE,373,$8.11 ,234,186
Brand A,REMAINING FLAVOR,368,$4.72 ,0,189.0
Brand H,GRAPE,49,$5.45 ,0,36
Brand C,REMAINING FLAVOR,0,,0,
Brand C,REMAINING FLAVOR,1,$10.29 ,0,1
Brand C,REMAINING FLAVOR,"30,075",$8.90 ,"6,546","10,356"
Brand C,REMAINING FLAVOR,23,$9.47 ,0,12
Brand A,REMAINING FLAVOR,196,$7.09 ,39,88
Brand F,CHERRY,"7,898",$5.37 ,"1,904","1,897"
Brand C,PINEAPPLE,1,$3.99 ,0,1
Brand H,GRAPEFRUIT,48,$3.35 ,0,40
Brand D,CHERRY,3,$7.49 ,0,2.0
Brand L,PEACH,21,$5.04 ,0,12
Brand C,POMEGRANATE,"1,892",$10.22 ,739,906
Brand L,REMAINING FLAVOR,247,$5.38 ,59,123
Brand A,REMAINING FLAVOR,95,$5.52 ,66,50
Brand A,CHERRY,808,$8.26 ,0,154
Brand A,CHERRY,"31,293",$8.94 ,"6,870","10,560"
Brand A,PRUNE,384,$8.53 ,0,165
Brand F,REMAINING FLAVOR,284,$4.99 ,0,150
Brand C,ORANGE BLEND,358,$6.83 ,0,282
Brand M,REMAINING FLAVOR,35,$5.65 ,0,23
Brand A,CHERRY,186,$6.69 ,124,96.0
Brand A,ORANGE BLEND,0,,0,
Brand C,ORANGE BLEND,931,$6.72 ,7,587
Brand A,ORANGE BLEND,7,$6.49 ,0,7
Brand K,REMAINING FLAVOR,4,$5.99 ,0,3
Brand A,GRAPE,0,,0,
Brand A,CRANBERRY BLEND,340,$5.75 ,0,131
Brand L,REMAINING FLAVOR,1,$4.09 ,0,1
Brand A,POMEGRANATE,329,$11.90 ,127,209
Brand A,BERRY POMEGRANATE,960,$5.92 ,0,282
Brand C,CHERRY,857,$7.87 ,7,366.0
Brand M,REMAINING FLAVOR,5,$5.29 ,0,3
Brand M,MANGO,"2,757",$5.28 ,0,914
Brand A,REMAINING FLAVOR,399,$4.76 ,0,207
Brand C,POMEGRANATE,"2,839",$13.15 ,0,464
Brand C,REMAINING FLAVOR,18,$5.88 ,18,13
Brand A,CRANBERRY,648,$4.89 ,7,435
Brand A,POMEGRANATE,650,$6.24 ,642,225
Brand L,REMAINING FLAVOR,24,$4.93 ,0,11
Brand C,POMEGRANATE,464,$11.11 ,19,185
Brand C,GRAPE,"1,286",$10.00 ,0,330
Brand B,BLUEBERRY,48,$6.89 ,0,28
Brand L,REMAINING FLAVOR,12,$4.99 ,0,5
Brand G,CRANBERRY BLEND,362,$6.95 ,7,286
Brand C,REMAINING FLAVOR,131,$7.44 ,0,59
Brand C,ORANGE,"1,669",$9.14 ,39,426.0
Brand C,REMAINING FLAVOR,530,$7.10 ,514,158
Brand C,REMAINING FLAVOR,"1,622",$10.25 ,59,422.0
Brand A,CRANBERRY,822,$10.94 ,230,523
Brand A,CHERRY,468,$8.11 ,40,150
Brand A,PINEAPPLE,585,$6.61 ,28,421
Brand A,REMAINING FLAVOR,4,$6.43 ,0,4
Brand C,REMAINING FLAVOR,210,$8.49 ,198,96
Brand C,PRUNE,"1,242",$9.80 ,362,314
Brand C,REMAINING FLAVOR,"1,799",$6.76 ,30,759
Brand C,CHERRY,266,$9.98 ,0,119
Brand L,REMAINING FLAVOR,6,$4.99 ,0,6
Brand I,CHERRY,"2,301",$5.02 ,"2,284",734
Brand A,CRANBERRY,642,$4.79 ,84,456
Brand A,BLUEBERRY,109,$7.99 ,109,54.0
Brand A,PEACH,4,$4.24 ,0,2
Brand L,PINEAPPLE,2,$4.39 ,0,2
Brand H,REMAINING FLAVOR,91,$7.62 ,0,52
Brand A,GRAPEFRUIT,2,$4.19 ,0,1
Brand J,CHERRY,"11,116",$5.34 ,"1,139","4,361"
Brand E,CHERRY,"3,202",$5.80 ,545,"1,561"
Brand F,PRUNE,218,$7.32 ,0,85
Brand D,CHERRY,425,$6.48 ,9,292
Brand A,BERRY POMEGRANATE,208,$5.49 ,0,117
Brand F,CRANBERRY BLEND,"1,764",$5.07 ,512,967
Brand C,CRANBERRY BLEND,227,$7.52 ,59,148
Brand D,CHERRY,174,$6.72 ,0,116
Brand F,ORANGE BLEND,"2,608",$3.14 ,43,455
Brand C,REMAINING FLAVOR,14,$6.99 ,0,12
Brand A,CRANBERRY BLEND,2,$4.99 ,0,1
Brand M,REMAINING FLAVOR,1,$5.99 ,0,1
Brand I,REMAINING FLAVOR,"1,407",$5.08 ,"1,343",652
Brand F,MANGO,"2,023",$5.34 ,245,"1,072"
Brand H,GRAPE,481,$5.33 ,0,394
Brand A,CRANBERRY BLEND,30,$1.30 ,1,12
Brand A,ORANGE BLEND,"4,870",$6.82 ,164,"2,296"
Brand A,POMEGRANATE,56,$9.99 ,0,32
Brand C,REMAINING FLAVOR,"2,119",$9.14 ,575,459
Brand C,POMEGRANATE,238,$9.48 ,28,124
Brand A,REMAINING FLAVOR,312,$4.75 ,0,126
Brand M,MANGO,0,,0,
Brand A,CHERRY,387,$7.30 ,0,205
Brand A,REMAINING FLAVOR,523,$7.21 ,523,312
Brand C,CARROT,74,$7.72 ,0,42
Brand K,REMAINING FLAVOR,14,$7.99 ,0,12
Brand J,GRAPEFRUIT,222,$4.99 ,0,71
Brand A,REMAINING FLAVOR,139,$4.53 ,130,77.0
Brand B,BLUEBERRY,9,$5.99 ,0,4
Brand C,CHERRY,18,$3.75 ,0,5
Brand A,CHERRY,746,$5.72 ,61,451
Brand C,CHERRY,0,,0,
Brand A,REMAINING FLAVOR,177,$4.55 ,0,90
Brand A,CRANBERRY,238,$11.94 ,145,122
Brand L,REMAINING FLAVOR,3,$4.79 ,0,1
Brand A,POMEGRANATE,397,$7.55 ,350,197.0
Brand E,CRANBERRY,155,$6.75 ,20,78
Brand A,REMAINING FLAVOR,723,$3.06 ,715,236
Brand A,CHERRY,"1,419",$6.29 ,587,801
Brand A,CARROT,112,$6.75 ,89,78
Brand L,REMAINING FLAVOR,0,,0,
Brand A,REMAINING FLAVOR,216,$8.40 ,42,128
Brand C,CRANBERRY,620,$11.69 ,11,290
Brand C,POMEGRANATE,6,$10.99 ,0,6
Brand A,POMEGRANATE,4,$5.17 ,4,4
Brand A,REMAINING FLAVOR,"6,349",$5.00 ,266,"2,417"
Brand C,REMAINING FLAVOR,0,,0,
Brand L,PEACH,0,,0,
Brand C,REMAINING FLAVOR,186,$7.99 ,0,72
Brand F,POMEGRANATE,47,$6.96 ,0,15
Brand F,REMAINING FLAVOR,45,$4.25 ,0,18
Brand K,REMAINING FLAVOR,17,$5.99 ,0,4
Brand A,CHERRY,32,$6.58 ,0,14
Brand H,GRAPE,314,$4.79 ,0,112.0
Brand A,CRANBERRY BLEND,0,,0,
Brand C,PRUNE,103,$8.99 ,0,65
Brand A,BERRY POMEGRANATE,164,$5.69 ,131,69
Brand C,CRANBERRY BLEND,"1,141",$2.79 ,"1,130",379.0
Brand C,CRANBERRY,166,$11.37 ,0,72
Brand C,CHERRY,347,$5.56 ,21,241
Brand A,POMEGRANATE,49,$10.99 ,0,34
Brand L,REMAINING FLAVOR,19,$5.55 ,0,14
Brand H,GRAPEFRUIT,13,$3.21 ,0,8
Brand A,CRANBERRY,"1,129",$12.93 ,"1,129",683
Brand A,REMAINING FLAVOR,195,$5.07 ,5,119
Brand A,GRAPEFRUIT,619,$6.00 ,53,411
Brand C,REMAINING FLAVOR,366,$9.05 ,0,198
Brand A,TOMATO JUICE,0,,0,
Brand A,GRAPEFRUIT,12,$9.49 ,0,9
Brand E,REMAINING FLAVOR,331,$5.21 ,20,197
Brand C,CHERRY,"4,529",$5.98 ,225,"2,317"
Brand A,FRUIT PUNCH,1,$3.79 ,0,1
Brand A,REMAINING FLAVOR,"1,572",$3.79 ,846,749
Brand C,CARROT,"5,904",$7.81 ,"1,759","3,164"
Brand A,REMAINING FLAVOR,424,$5.05 ,14,135
Brand A,CRANBERRY,5,$13.99 ,0,2
Brand F,GRAPE,"2,243",$4.86 ,6,474
Brand C,REMAINING FLAVOR,796,$8.99 ,7,496
Brand A,REMAINING FLAVOR,339,$4.60 ,152,133
Brand C,CRANBERRY,972,$10.72 ,843,386
Brand A,REMAINING FLAVOR,243,$8.67 ,30,184
Brand M,MANGO,436,$5.14 ,7,233
Brand K,REMAINING FLAVOR,23,$7.20 ,0,16
Brand M,REMAINING FLAVOR,145,$5.71 ,7,56
Brand C,ORANGE BLEND,242,$8.47 ,0,160
Brand L,REMAINING FLAVOR,1,$4.50 ,0,1.0
Brand I,REMAINING FLAVOR,42,$7.34 ,0,27
Brand F,PRUNE,298,$7.27 ,0,100.0
Brand C,FRUIT PUNCH,32,$6.00 ,0,18
Brand C,PINEAPPLE,68,$6.47 ,0,28
Brand D,CHERRY,27,$9.49 ,18,19
Brand C,REMAINING FLAVOR,132,$5.33 ,51,105
Brand F,MANGO,"2,613",$5.29 ,392,"1,190"
Brand G,PRUNE,5,$9.99 ,0,2
Brand C,CHERRY,452,$9.06 ,331,119
Brand H,CRANBERRY BLEND,2,$4.74 ,0,2
Brand C,ORANGE,48,$3.98 ,0,21
Brand H,GRAPE,446,$4.74 ,40,203
Brand A,CRANBERRY,240,$8.08 ,13,120
Brand A,POMEGRANATE,449,$9.94 ,0,260.0
Brand F,REMAINING FLAVOR,59,$4.99 ,0,37
Brand J,CHERRY,"2,190",$5.61 ,0,942
Brand C,REMAINING FLAVOR,437,$7.49 ,0,127
Brand A,REMAINING FLAVOR,218,$7.47 ,84,128
Brand A,CHERRY,399,$8.59 ,0,115
Brand C,CHERRY,"5,671",$7.05 ,"2,615","2,735"
Brand J,CRANBERRY,"1,738",$4.31 ,0,259
Brand I,CHERRY,898,$7.39 ,202,506
Brand C,POMEGRANATE,0,,0,
Brand A,MANGO,"2,342",$8.21 ,986,"1,435"
Brand F,REMAINING FLAVOR,"12,717",$5.59 ,9,"2,792"
Brand A,CHERRY,352,$7.20 ,0,190.0
Brand A,REMAINING FLAVOR,49,$6.19 ,22,26
Brand I,TROPICAL,"1,211",$5.21 ,"1,086",636
Brand D,CHERRY,2,$6.99 ,0,1
Brand A,CRANBERRY BLEND,105,$4.99 ,0,62
Brand B,CHERRY,150,$5.99 ,0,39
Brand F,CHERRY,"2,975",$5.52 ,537,"1,298"
Brand L,MANGO,7,$5.79 ,0,2
Brand C,CARROT,116,$8.06 ,0,68
Brand C,POMEGRANATE,24,$7.27 ,0,17
Brand A,MANGO,7,$10.99 ,0,4
Brand A,REMAINING FLAVOR,162,$8.94 ,0,113.0
Brand L,REMAINING FLAVOR,0,,0,
Brand A,REMAINING FLAVOR,65,$4.79 ,0,31
Brand F,MANGO,"2,906",$5.34 ,197,"1,264"
Brand K,GREEN BLEND,191,$7.99 ,75,109.0
Brand C,CHERRY,0,,0,
Brand L,MANGO,58,$4.60 ,0,34
Brand D,CHERRY,688,$6.33 ,23,210
Brand K,REMAINING FLAVOR,25,$7.77 ,0,18
Brand M,PEACH,249,$5.29 ,167,80
Brand C,POMEGRANATE,"3,473",$12.44 ,637,"1,404"
Brand C,REMAINING FLAVOR,235,$8.99 ,0,103.0
Brand A,BERRY POMEGRANATE,"1,089",$5.33 ,176,276
Brand C,REMAINING FLAVOR,180,$9.01 ,117,93
Brand M,MANGO,2,$4.99 ,0,1
Brand A,PINEAPPLE,278,$7.28 ,9,130.0
Brand F,ORANGE BLEND,"2,682",$3.13 ,48,768
Brand C,CRANBERRY,741,$8.77 ,668,221
Brand C,ORANGE BLEND,81,$7.73 ,0,49.0
Brand F,REMAINING FLAVOR,"2,355",$3.62 ,0,443
Brand L,REMAINING FLAVOR,64,$4.47 ,32,30
Brand A,REMAINING FLAVOR,249,$3.27 ,165,89
Brand C,POMEGRANATE,2,$11.99 ,0,1
Brand H,CRANBERRY BLEND,7,$5.00 ,0,7
Brand A,CRANBERRY BLEND,47,$5.54 ,9,22
Brand C,REMAINING FLAVOR,0,,0,
Brand L,REMAINING FLAVOR,3,$4.49 ,0,2
Brand I,CHERRY,"1,084",$7.86 ,24,544
Brand A,MANGO,4,$2.19 ,0,1
Brand L,REMAINING FLAVOR,0,,0,
Brand M,REMAINING FLAVOR,2,$4.99 ,0,1
Brand A,REMAINING FLAVOR,48,$7.17 ,32,37
Brand B,CHERRY,59,$6.49 ,0,23
Brand A,CRANBERRY BLEND,3,$4.52 ,0,2
Brand C,PRUNE,"4,104",$10.49 ,598,"2,014"
Brand C,ORANGE,615,$5.96 ,9,396
Brand A,CRANBERRY BLEND,32,$4.49 ,32,16
Brand F,ORANGE BLEND,"2,760",$3.75 ,188,656
Brand A,GRAPEFRUIT,"1,168",$5.28 ,"1,059",639
Brand A,CRANBERRY,"1,788",$6.16 ,"1,788",258
Brand A,CARROT,134,$7.30 ,38,88
Brand C,MANGO,695,$9.25 ,0,313
Brand A,REMAINING FLAVOR,28,$7.90 ,0,22
Brand M,REMAINING FLAVOR,17,$5.49 ,0,17
Brand D,CHERRY,233,$6.15 ,7,149
Brand C,CRANBERRY,"3,878",$10.27 ,"3,035","1,208"
Brand C,REMAINING FLAVOR,"2,716",$8.30 ,753,"1,128"
Brand A,GRAPE,13,$6.72 ,0,8
Brand A,REMAINING FLAVOR,0,,0,
Brand L,REMAINING FLAVOR,385,$5.69 ,25,150
Brand F,REMAINING FLAVOR,889,$3.63 ,889,212
Brand A,CHERRY,689,$5.72 ,55,427
Brand C,CRANBERRY,"9,861",$12.95 ,941,"3,297"
Brand A,BLUEBERRY,599,$7.57 ,58,393
Brand C,CHERRY,"15,611",$10.38 ,964,"5,104"
Brand A,GRAPE,"1,884",$7.86 ,10,431
Brand A,POMEGRANATE,111,$9.97 ,0,63
Brand A,CHERRY,989,$8.61 ,39,318.0
Brand C,CRANBERRY,211,$13.04 ,0,80
Brand J,GRAPEFRUIT,"6,432",$5.60 ,332,"2,937"
Brand F,TOMATO JUICE,0,,0,
Brand I,REMAINING FLAVOR,8,$10.05 ,0,6
Brand F,REMAINING FLAVOR,109,$4.99 ,0,72
Brand C,REMAINING FLAVOR,302,$7.77 ,0,116
Brand A,REMAINING FLAVOR,530,$3.96 ,29,359
Brand H,ORANGE BLEND,272,$3.94 ,74,78
Brand C,ORANGE BLEND,102,$5.93 ,97,53
Brand A,CHERRY,583,$8.06 ,60,165
Brand C,REMAINING FLAVOR,210,$7.99 ,0,82
Brand A,BLUEBERRY,2,$5.49 ,0,2
Brand C,REMAINING FLAVOR,2,$6.59 ,0,1
Brand A,REMAINING FLAVOR,"20,649",$7.30 ,952,"7,383"
Brand A,CHERRY,"20,760",$6.98 ,0,"4,080"
Brand A,FRUIT PUNCH,62,$3.99 ,0,50
Brand K,GREEN BLEND,353,$8.11 ,31,212
Brand L,REMAINING FLAVOR,9,$5.66 ,0,5
Brand C,REMAINING FLAVOR,81,$9.10 ,49,10
Brand H,REMAINING FLAVOR,139,$6.30 ,0,95
Brand A,BERRY POMEGRANATE,18,$6.29 ,0,10
Brand A,CRANBERRY BLEND,50,$5.92 ,0,22
Brand D,CHERRY,1,$5.49 ,0,1
Brand M,MANGO,2,$4.99 ,0,1
Brand A,ORANGE BLEND,85,$8.67 ,30,58
Brand A,POMEGRANATE,88,$8.63 ,59,42
Brand C,ORANGE BLEND,0,,0,
Brand C,GRAPEFRUIT,56,$8.42 ,46,33
Brand C,MANGO,4,$7.19 ,0,1
Brand M,REMAINING FLAVOR,0,,0,
Brand C,ORANGE BLEND,134,$5.67 ,91,110
Brand C,BLUEBERRY,0,,0,
Brand A,CRANBERRY BLEND,"1,254",$5.56 ,127,475
Brand B,CHERRY,"2,708",$6.19 ,48,"1,072"
Brand C,CHERRY,7,$6.55 ,0,5
Brand C,CRANBERRY,312,$9.16 ,297,110
Brand C,CRANBERRY BLEND,"1,114",$3.93 ,124,354.0
Brand H,REMAINING FLAVOR,0,,0,
Brand D,CHERRY,501,$6.44 ,18,314
Brand C,CARROT,426,$6.92 ,230,276
Brand D,CHERRY,0,,0,
Brand C,POMEGRANATE,"3,822",$12.97 ,234,"1,463"
Brand C,REMAINING FLAVOR,295,$9.71 ,0,107
Brand A,CRANBERRY,125,$12.96 ,0,87
Brand C,GRAPEFRUIT,3,$6.49 ,0,1
Brand A,CRANBERRY BLEND,310,$5.71 ,0,118
Brand A,TOMATO JUICE,7,$5.49 ,0,6
Brand C,ORANGE,591,$8.90 ,7,413
Brand H,FRUIT PUNCH,0,,0,
Brand A,REMAINING FLAVOR,725,$3.76 ,599,286
Brand A,CRANBERRY,"1,898",$4.92 ,396,"1,144"
Brand D,CHERRY,9,$3.99 ,0,6
Brand C,CHERRY,227,$11.39 ,0,74.0
Brand I,REMAINING FLAVOR,64,$6.08 ,0,30.0
Brand E,REMAINING FLAVOR,"1,885",$5.23 ,463,879
Brand A,CRANBERRY,73,$9.07 ,0,41
Brand F,PRUNE,"3,185",$5.95 ,0,335
Brand A,CHERRY,188,$7.63 ,117,78
Brand E,REMAINING FLAVOR,34,$4.28 ,30,12
Brand C,REMAINING FLAVOR,"1,637",$6.79 ,26,752
Brand C,REMAINING FLAVOR,501,$5.48 ,501,126
Brand A,CRANBERRY BLEND,23,$6.47 ,0,13
Brand M,REMAINING FLAVOR,576,$4.89 ,0,291
Brand C,CHERRY,"28,473",$9.45 ,"10,282","5,809"
